t_category|t_city|t_country|t_name|t_prize|t_web_link|t_year|t_id
Junior International Series|Uppsala|SWE|Swedish Junior 2019|none|none|2019|
International Challenge|Tehran|IRI|The 28th Iran Fajr International Challenge 2019|$25,000|none|2019|
Junior International Series|Pécs|HUN|9th MULTI ALARM Hungarian International Junior Championships 2019|none|none|2019|
Continental Individual Championships|Melbourne|AUS|VICTOR Oceania Championships 2019|none|none|2019|
Continental Junior Championships|Melbourne|AUS|VICTOR Oceania Junior Championships 2019|none|none|2019|
Continental Team Championships|Copenhagen|DEN|2019 European Mixed Team Championships|none|none|2019|
Continental Team Championships|Lima|PER|XXIII Pan Am Mixed Team Continental  Championships|none|none|2019|
Junior International Series|Oviedo|ESP|Spanish Junior International 2019|none|none|2019|
Continental Junior Team Championships|Melbourne|AUS|VICTOR Oceania Junior Mixed Team Championships 2019|none|none|2019|
Continental Team Championships|Melbourne|AUS|VICTOR Oceania Mixed Team Championships 2019|none|none|2019|
International Series|Vientiane|LAO|BEER LAO International Series 2019|$10,000|none|2019|
HSBC BWF World Tour Super 300|Barcelona|ESP|Barcelona Spain Masters 2019|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3498/barcelona-spain-masters-2019/|2019|3498
International Challenge|Vienna|AUT|Austrian Open 2019|$25,000|none|2019|
International Series|KAMPALA|UGA|Uganda International 2019|$10,000|none|2019|
Junior International Series|Milan|ITA|YONEX Italian Junior 2019|none|none|2019|
HSBC BWF World Tour Super 300|MuelheimanderRuhr|GER|YONEX German Open 2019|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3352/yonex-german-open-2019/|2019|3352
Junior International Grand Prix|Haarlem|NED|YONEX Dutch Junior International 2019|none|none|2019|
Future Series|Trencin|SVK|FZ FORZA Slovak Open 2019|none|none|2019|
Future Series|Nairobi|KEN|Kenya international 2019|none|none|2019|
International Series|Kingston|JAM|V Jamaica International 2019|$10,000|none|2019|
HSBC BWF World Tour Super 1000|Birmingham|ENG|YONEX All England Open Badminton Championships 2019|$1,000,000|https://bwfworldtour.bwfbadminton.com/tournament/3376/yonex-all-england-open-badminton-championships-2019/|2019|3376
International Series|CaldasdaRainha|POR|54 Portuguese International Championships 2019|$10,000|none|2019|
Junior International Grand Prix|Berlin|GER|YONEX German Junior 2019|none|none|2019|
BWF Tour Super 100|Lingshui|CHN|Lingshui China Masters 2019|$75,000|https://bwfbadminton.com/events/3353/lingshui-china-masters-2019/|2019|3353
HSBC BWF World Tour Super 300|Basel|SUI|YONEX Swiss Open 2019|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3439/yonex-swiss-open-2019/|2019|3439
Future Series|LaHabana|CUB|XX Giraldilla 2019|none|none|2019|
Junior International Series|RishonLezion|ISR|AMOT Israel Junior 2019|none|none|2019|
BWF Tour Super 100|ORLEANS|FRA|Orléans Masters 2019|$75,000|https://bwfbadminton.com/events/3354/orleans-masters-2019/|2019|3354
Continental Team Championships|HongKong|HKG|Tong Yun Kai Cup 2019|none|none|2019|
Junior International Series|Edmonton|CAN|Canadian Junior International 2019|none|none|2019|
Future Series|Auckland|NZL|North Harbour International 2019|$5,000|none|2019|
HSBC BWF World Tour Super 500|NewDelhi|IND|YONEX SUNRISE Dr. Akhilesh Das Gupta India Open 2019|$350,000|https://bwfworldtour.bwfbadminton.com/tournament/3392/yonex-sunrise-dr-akhilesh-das-gupta-india-open-2019/|2019|3392
International Series|Hamilton|NZL|Waikato International 2019|$10,000|none|2019|
International Challenge|tbc|POL|Polish Open 2019|$25,000|none|2019|
Junior Future Series|Americana|BRA|Brazil Junior International 2019|none|none|2019|
HSBC BWF World Tour Super 750|KualaLumpur|MAS|CELCOM AXIATA Malaysia Open 2019|$700,000|https://bwfworldtour.bwfbadminton.com/tournament/3355/celcom-axiata-malaysia-open-2019/|2019|3355
International Challenge|Moriguchi|JPN|Osaka International Challenge 2019|$25,000|none|2019|
International Challenge|Vantaa|FIN|Finnish Open 2019|$25,000|none|2019|
Junior International Series|Dubrovnik|CRO|Valamar Junior Open 2019|none|none|2019|
HSBC BWF World Tour Super 500|Singapore|SGP|Singapore Open 2019|$355,000|https://bwfworldtour.bwfbadminton.com/tournament/3356/singapore-open-2019/|2019|3356
International Challenge|Hanoi|VIE|Ciputra Hanoi - Yonex Sunrise Vietnam International Challenge 2019|$25,000|none|2019|
International Series|Wateringen|NED|20th VICTOR Dutch International 2019|$10,000|none|2019|
Future Series|Zagreb|CRO|VICTOR Croatian International 2019|$500|none|2019|
Junior International Series|Nicosia|CYP|Cyprus Junior 2019|none|none|2019|
Continental Team Championships|PortHacourt|NGR|All Africa Mixed Team Championships 2019|none|none|2019|
Junior International Challenge|Bangkok|THA|YONEX-ROZA BTY Junior International Challenge 2019|$10,000|none|2019|
Continental Individual Championships|Wuhan|CHN|Badminton Asia Championships 2019|$400,000|none|2019|
Continental Individual Championships|SantoDomingo|DOM|XXIII Pan Am individual Championships|none|none|2019|
Continental Individual Championships|PortHacourt|NGR|All Africa Individual Championships 2019|none|none|2019|
HSBC BWF World Tour Super 300|Auckland|NZL|BARFOOT & THOMPSON New Zealand Open 2019|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3357/barfoot-thompson-new-zealand-open-2019/|2019|3357
Junior International Grand Prix|TangerangSelatan|INA|Pembangunan Jaya Raya Junior Grand Prix 2019|$30,000|none|2019|
Future Series|OREOKASTRO|GRE|Hellas International 2019|none|none|2019|
International Challenge|FozdoIguaçu|BRA|Foz Do Iguau International Challenge 2019|$25,000|none|2019|
International Challenge|Farum|DEN|Denmark Challenge 2019|$25,000|none|2019|
Future Series|Lima|PER|Perú Future Series 2019|$2,500|none|2019|
Junior International Series|OREOKASTRO|GRE|Hellas Junior International 2019|none|none|2019|
International Series|Medvode|SLO|FZ FORZA Slovenia International 2019|$10,000|none|2019|
Future Series|Bonn|GER|B.A.B.B. German International 2019|none|none|2019|
Junior International Series|Voiron|FRA|FZ FORZA Alpes International U19 2019|none|none|2019|
Grade 1 - Team Tournaments|Nanning|CHN|TOTAL BWF Sudirman Cup 2019|none|none|2019|
Future Series|Jelgava|LAT|YONEX Latvia International 2019|none|none|2019|
HSBC BWF World Tour Super 300|Sydney|AUS|CROWN GROUP Australian Open 2019|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3358/crown-group-australian-open-2019/|2019|3358
Future Series|Panevėžys|LTU|YONEX Lithuanian International 2019|none|none|2019|
International Challenge|Baku|AZE|Azerbaijan International 2019|$25,000|none|2019|
International Challenge|Madrid|ESP|Spanish International 2019|$25,000|none|2019|
International Series|RoseHill|MRI|FLEET Mauritius International 2019|$10,000|none|2019|
Junior International Series|ulaanbaatar|MGL|Mongolia Junior International Series 2019|none|none|2019|
International Series|TBC|MAS|Malaysia International Series 2019|$10,000|none|2019|
International Series|Lima|PER|Perú International 2019|$10,000|none|2019|
Continental Individual Championships|Minsk|BLR|European Games 2019|none|none|2019|
International Challenge|ulaanbaatar|MGL|Mongolia International Challenge 2019|$25,000|none|2019|
Future Series|TBC|MEX|I Future Series Mexico 2019|$5,000|none|2019|
International Series|Cotonou|BEN|Benin International 2019|$10,000|none|2019|
BWF Tour Super 100|Calgary|CAN|Canada Open 2019|$75,000|https://bwfbadminton.com/events/3504/canada-open-2019/|2019|3504
International Series|Abidjan|CIV|Cote d'ivoire International 2019|$10,000|none|2019|
Junior International Series|Gatchina|RUS|Russian Junior White Nights 2019|none|none|2019|
Continental Junior Team Championships|Taipei|TPE|Badminton Asia Junior Championships 2019 ( Team Event)|none|none|2019|
HSBC BWF World Tour Super 300|California|USA|Yonex US Open 2019|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3521/yonex-us-open-2019/|2019|3521
International Challenge|Gatchina|RUS|White Nights 2019|$25,000|none|2019|
Continental Junior Championships|Taipei|TPE|Badminton Asia Junior Championships (Individual Event)|none|none|2019|
HSBC BWF World Tour Super 1000|Jakarta|INA|BLIBLI Indonesia Open  2019|$1,250,000|https://bwfworldtour.bwfbadminton.com/tournament/3394/blibli-indonesia-open-2019/|2019|3394
Continental Junior Championships|Moncton|CAN|XXVIII Pan Am junior Championships U19|none|none|2019|
International Series|Accra|GHA|2019 JE Wilson  International Series|$10,000|none|2019|
HSBC BWF World Tour Super 750|Tokyo|JPN|Japan Open 2019|$700,000|https://bwfworldtour.bwfbadminton.com/tournament/3359/japan-open-2019/|2019|3359
International Challenge|LAGOS|NGR|Lagos International Badminton Classics 2019|$25,000|none|2019|
Continental Individual Championships|Lima|PER|Pan Am Games LIMA2019|none|none|2019|
HSBC BWF World Tour Super 500|Bangkok|THA|Thailand Open 2019|$350,000|https://bwfworldtour.bwfbadminton.com/tournament/3360/thailand-open-2019/|2019|3360
Grade 1 - Individual Tournaments|Katowice|POL|BWF World Seniors Championships 2019|none|none|2019|
BWF Tour Super 100|Hyderabad|IND|Hyderabad Open 2019|$75,000|https://bwfbadminton.com/events/3395/hyderabad-open-2019/|2019|3395
Junior International Challenge|Pazardzhik|BUL|Bulgarian Junior International Championships 2019|none|none|2019|
International Series|Sofia|BUL|Bulgarian Open Championship 2019|$10,000|none|2019|
BWF Tour Super 100|Akita|JPN|Akita Masters 2019|$75,000|https://bwfbadminton.com/events/3361/akita-masters-2019/|2019|3361
Future Series|AMERICANA|BRA|Brazil Future Series 2019|none|none|2019|
Junior Future Series|StMichael|BAR|2019 Carebaco Junior International|none|none|2019|
Grade 1 - Individual Tournaments|Basel|SUI|TOTAL BWF World Championships 2019|none|none|2019|
Junior International Challenge|Kangar|MAS|Malaysia Junior International Challenge 2019|$15,000|none|2019|
Junior International Grand Prix|Pune|IND|India Junior International 2019|$15,000|none|2019|
HSBC BWF World Tour Super 300|TaipeiTaiwan|TPE|Chinese Taipei Open 2019|$200,000|https://bwfworldtour.bwfbadminton.com/tournament/3362/chinese-taipei-open-2019/|2019|3362
International Challenge|Kharkiv|UKR|Kharkiv International 2019|$25,000|none|2019|
Future Series|Madelay|AUS|Perth International 2019|$5,000|none|2019|
BWF Tour Super 100|HoChiMinhCity|VIE|YONEX Vietnam Open 2019|$75,000|https://bwfbadminton.com/events/3363/yonex-vietnam-open-2019/|2019|3363
International Series|Yangon|MYA|Myanmar International Series 2019|$10,000|none|2019|
International Challenge|Adelaide|AUS|South Australia International 2019|$25,000|none|2019|
HSBC BWF World Tour Super 1000|Changzhou|CHN|China Open 2019|$1,000,000|https://bwfworldtour.bwfbadminton.com/tournament/3364/china-open-2019/|2019|3364
International Series|Sydney|AUS|Sydney International 2019|$10,000|none|2019|
International Series|Bierun|POL|Polish International 2019|$10,000|none|2019|
International Series|AGUASCALIENTES|MEX|X Internacional Mexicano 2019|$10,000|none|2019|
HSBC BWF World Tour Super 500|Seoul|KOR|VICTOR Korea Open 2019|$600,000|https://bwfworldtour.bwfbadminton.com/tournament/3365/victor-korea-open-2019/|2019|3365
BWF Tour Super 100|tobeconfirmed|INA|Indonesia Masters 2019 -Super 100|$75,000|https://bwfbadminton.com/events/3518/indonesia-masters-2019-super-100/|2019|3518
BWF Tour Super 100|Almere|NED|YONEX Dutch Open 2019|$75,000|https://bwfbadminton.com/events/3366/yonex-dutch-open-2019/|2019|3366
International Series|Teresina|BRA|Brazil International Series 2019|$10,000|none|2019|
Junior International Series|Mülheim|GER|German Ruhr U19 International 2019|none|none|2019|
HSBC BWF World Tour Super 750|OdenseV|DEN|DANISA Denmark Open 2019|$775,000|https://bwfworldtour.bwfbadminton.com/tournament/3367/danisa-denmark-open-2019/|2019|3367
HSBC BWF World Tour Super 750|PARIS|FRA|YONEX French Open 2019|$750,000|https://bwfworldtour.bwfbadminton.com/tournament/3368/yonex-french-open-2019/|2019|3368
HSBC BWF World Tour Super 300|Macau|MAC|Macau Open 2019|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3377/macau-open-2019/|2019|3377
International Challenge|Budaörs|HUN|44th YONEX Hungarian International Championships 2019|$25,000|none|2019|
HSBC BWF World Tour Super 750|FUZHOU|CHN|Fuzhou China Open 2019|$700,000|https://bwfworldtour.bwfbadminton.com/tournament/3519/fuzhou-china-open-2019/|2019|3519
HSBC BWF World Tour Super 500|HongKong|HKG|YONEX-SUNRISE Hong Kong Open 2019|$400,000|https://bwfworldtour.bwfbadminton.com/tournament/3369/yonex-sunrise-hong-kong-open-2019/|2019|3369
International Challenge|TBC|MAS|CELCOM AXIATA Malaysia International Challenge 2019|$25,000|none|2019|
HSBC BWF World Tour Super 300|SEOUL|KOR|VICTOR Korea Masters 2019|$250,000|https://bwfworldtour.bwfbadminton.com/tournament/3370/victor-korea-masters-2019/|2019|3370
Junior International Series|Semnan|IRI|The 3rd Iran Junior International Series 2019|none|none|2019|
BWF Tour Super 100|Glasgow|SCO|Scottish Open 2019|$75,000|https://bwfbadminton.com/events/3505/scottish-open-2019/|2019|3505
HSBC BWF World Tour Super 300|Lucknow|IND|Syed Modi International 2019|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3396/syed-modi-international-2019/|2019|3396
International Challenge|Mumbai|IND|TATA OPEN India International 2019|$25,000|none|2019|
Junior International Series|CaldasdaRainha|POR|XI Portuguese International Junior Championships 2019|none|none|2019|
Junior International Challenge|MiryangCity|KOR|MIRYANG WONCHEON YONEX Korea Junior International Challenge 2019|$15,000|none|2019|
International Challenge|Dhaka|BAN|YONEX SUNRISE Bangladesh International Challenge 2019|$25,000|none|2019|
HSBC BWF World Tour Finals|Guangzhou|CHN|HSBC BWF World Tour Finals 2019|$1,500,000|https://bwfworldtour.bwfbadminton.com/tournament/3520/hsbc-bwf-world-tour-finals-2019/|2019|3520
Junior International Series|Dhaka|BAN|YONEX - SUNRISE Bangladesh Junior International Series 2019|$5,000|none|2019|
